Location,Soil_Type,Fertility_Index,Land_Use_Type,Average_Rainfall(mm),Temperature(°C),Crop_Suitability,Season,Satellite_Observation_Date,Remarks
Rangpur,Sandy,50,Unused,355,25.1,Maize,Winter,10/07/2024,Low potential
Barishal,Clay,43,Barren,308,32.6,Wheat,Winter,28/09/2024,Moderate potential
Rajshahi,Sandy,94,Residential,303,28.4,Maize,Autumn,25/02/2024,Moderate potential
Khulna,Clay,91,Barren,54,28.4,Wheat,Summer,13/10/2024,Moderate potential
Dhaka,Clay,48,Agricultural,340,32.1,Spices,Autumn,09/02/2024,Moderate potential
Chattogram,Clay,63,Agricultural,176,34,Maize,Winter,14/02/2024,High potential
Chattogram,Silt,52,Residential,305,26.2,Rice,Autumn,18/08/2024,Low potential
Barishal,Clay,67,Barren,372,31.9,Tea,Summer,04/07/2024,Low potential
Rangpur,Loamy,59,Residential,169,25.8,Wheat,Summer,23/06/2024,Low potential
Khulna,Loamy,88,Residential,308,27.3,Maize,Monsoon,03/04/2024,Requires attention
Sylhet,Peaty,51,Agricultural,105,29.8,Tea,Autumn,04/10/2024,Moderate potential
Sylhet,Loamy,96,Unused,160,31.6,Vegetables,Autumn,21/10/2024,Requires attention
Mymensingh,Peaty,99,Unused,56,21.7,Spices,Summer,01/01/2024,Low potential
Dhaka,Clay,93,Residential,285,34.7,Maize,Winter,05/06/2024,High potential
Chattogram,Loamy,91,Agricultural,279,28.9,Rice,Autumn,19/10/2024,Low potential
Rajshahi,Sandy,68,Agricultural,365,22.7,Maize,Monsoon,13/07/2024,Moderate potential
Rangpur,Clay,56,Agricultural,290,34.2,Rice,Autumn,31/08/2024,Low potential
Rajshahi,Silt,57,Residential,286,20,Spices,Autumn,07/01/2024,Moderate potential
Mymensingh,Clay,94,Agricultural,283,30.8,Spices,Monsoon,21/12/2024,Requires attention
Mymensingh,Clay,67,Residential,66,31.8,Jute,Winter,11/10/2024,Requires attention
Sylhet,Sandy,54,Barren,318,21.8,Spices,Monsoon,08/08/2024,High potential
Mymensingh,Clay,67,Residential,93,20.6,Jute,Autumn,16/12/2024,Moderate potential
Khulna,Peaty,58,Barren,311,31.7,Rice,Winter,23/07/2024,Low potential
Barishal,Loamy,75,Unused,232,25,Wheat,Winter,08/12/2024,High potential
Mymensingh,Peaty,77,Barren,279,30.9,Rice,Winter,19/12/2024,Low potential
Rajshahi,Silt,48,Barren,282,31.5,Wheat,Autumn,09/06/2024,High potential
Khulna,Clay,95,Unused,182,22.7,Rice,Autumn,23/12/2024,High potential
Khulna,Clay,88,Agricultural,124,30.7,Rice,Autumn,03/08/2024,High potential
Dhaka,Loamy,89,Unused,353,33.7,Maize,Monsoon,02/11/2024,Requires attention
Khulna,Sandy,67,Barren,90,22.1,Tea,Autumn,19/10/2024,High potential
Sylhet,Loamy,70,Residential,204,34.2,Maize,Autumn,22/05/2024,Requires attention
Barishal,Clay,91,Agricultural,331,30.7,Vegetables,Autumn,30/03/2024,Low potential
Sylhet,Peaty,92,Unused,215,23,Wheat,Summer,13/12/2024,High potential
Barishal,Loamy,77,Agricultural,296,33.1,Vegetables,Summer,22/10/2024,Low potential
Mymensingh,Loamy,48,Barren,296,24.1,Rice,Winter,02/01/2024,High potential
Mymensingh,Sandy,40,Unused,319,22.7,Spices,Summer,06/02/2024,Requires attention
Khulna,Silt,51,Unused,235,25,Jute,Summer,18/09/2024,Low potential
Chattogram,Clay,44,Unused,101,30.1,Vegetables,Winter,02/07/2024,Moderate potential
Barishal,Silt,72,Agricultural,195,24.8,Wheat,Monsoon,13/12/2024,Requires attention
Rangpur,Loamy,46,Barren,383,30.1,Maize,Summer,10/11/2024,High potential
Dhaka,Peaty,58,Agricultural,129,22.8,Maize,Monsoon,11/07/2024,Requires attention
Mymensingh,Sandy,57,Unused,183,25.6,Maize,Summer,11/07/2024,Low potential
Sylhet,Clay,87,Unused,285,21.7,Maize,Winter,16/01/2024,Requires attention
Rangpur,Silt,49,Agricultural,161,20.2,Tea,Autumn,18/09/2024,High potential
Rangpur,Clay,64,Unused,183,22.3,Rice,Autumn,16/05/2024,Moderate potential
Khulna,Sandy,92,Residential,86,21.2,Rice,Winter,22/04/2024,Requires attention
Mymensingh,Sandy,93,Unused,143,31.1,Vegetables,Monsoon,25/10/2024,Low potential
Rajshahi,Peaty,71,Unused,247,21.5,Tea,Monsoon,09/06/2024,High potential
Rajshahi,Peaty,100,Agricultural,235,34.6,Jute,Summer,31/12/2024,Low potential
Rangpur,Clay,69,Barren,166,23.2,Rice,Autumn,07/02/2024,High potential
Barishal,Sandy,72,Unused,300,33.8,Maize,Summer,12/01/2024,Low potential
Chattogram,Loamy,54,Unused,382,25,Wheat,Autumn,03/08/2024,Moderate potential
Khulna,Peaty,63,Agricultural,297,29.5,Tea,Winter,28/11/2024,Low potential
Rangpur,Silt,74,Unused,369,29.2,Spices,Summer,09/02/2024,Moderate potential
Mymensingh,Loamy,91,Residential,212,21.9,Tea,Monsoon,30/06/2024,Low potential
Mymensingh,Peaty,84,Barren,313,22.3,Tea,Winter,02/07/2024,Requires attention
Rangpur,Peaty,77,Agricultural,385,32.8,Vegetables,Summer,31/08/2024,High potential
Rajshahi,Clay,95,Agricultural,289,25.4,Jute,Winter,04/05/2024,Moderate potential
Barishal,Peaty,40,Barren,226,30.1,Jute,Winter,08/11/2024,Low potential
Mymensingh,Sandy,96,Agricultural,364,30.1,Jute,Summer,15/11/2024,High potential
Sylhet,Loamy,51,Unused,385,21.7,Spices,Monsoon,08/09/2024,Moderate potential
Mymensingh,Clay,57,Residential,123,32.4,Jute,Winter,24/03/2024,Requires attention
Chattogram,Peaty,63,Residential,351,34,Tea,Summer,04/10/2024,High potential
Mymensingh,Sandy,90,Residential,102,21,Spices,Winter,09/10/2024,Moderate potential
Rajshahi,Sandy,53,Unused,186,22.5,Wheat,Autumn,24/09/2024,Moderate potential
Dhaka,Silt,61,Unused,353,22,Jute,Monsoon,03/07/2024,Low potential
Chattogram,Clay,91,Unused,222,33.2,Maize,Summer,13/03/2024,Low potential
Rajshahi,Sandy,56,Unused,388,24.6,Tea,Monsoon,02/04/2024,Moderate potential
Rangpur,Silt,60,Residential,135,28.5,Vegetables,Summer,10/08/2024,Moderate potential
Mymensingh,Loamy,41,Barren,147,32.4,Tea,Monsoon,09/01/2024,High potential
Khulna,Silt,99,Agricultural,62,34.5,Tea,Summer,03/09/2024,High potential
Barishal,Peaty,57,Unused,148,29,Rice,Autumn,11/05/2024,High potential
Sylhet,Clay,57,Residential,340,25.4,Rice,Winter,11/03/2024,High potential
Chattogram,Clay,55,Barren,66,29.4,Jute,Summer,10/01/2024,Requires attention
Mymensingh,Peaty,78,Unused,217,25.8,Wheat,Winter,08/09/2024,Requires attention
Rangpur,Peaty,75,Unused,176,23.4,Maize,Monsoon,10/08/2024,Low potential
Rangpur,Clay,70,Unused,166,25.5,Maize,Summer,27/11/2024,Requires attention
Khulna,Loamy,99,Agricultural,98,24.6,Spices,Monsoon,07/07/2024,Low potential
Mymensingh,Loamy,67,Barren,298,24.1,Rice,Monsoon,08/11/2024,High potential
Khulna,Sandy,76,Barren,256,33.8,Wheat,Monsoon,25/07/2024,High potential
Sylhet,Silt,84,Residential,172,22.1,Jute,Winter,03/08/2024,Moderate potential
Khulna,Sandy,100,Agricultural,395,21.9,Spices,Summer,05/08/2024,High potential
Chattogram,Sandy,88,Barren,74,30.8,Maize,Autumn,03/03/2024,Low potential
Barishal,Clay,79,Barren,71,21,Spices,Summer,21/11/2024,Requires attention
Khulna,Clay,52,Barren,210,34.5,Maize,Autumn,07/12/2024,Low potential
Barishal,Silt,45,Agricultural,387,20.4,Maize,Summer,30/08/2024,High potential
Rajshahi,Sandy,86,Residential,202,25.3,Vegetables,Summer,17/08/2024,High potential
Sylhet,Sandy,72,Agricultural,325,23.8,Tea,Autumn,02/05/2024,Moderate potential
Chattogram,Sandy,65,Barren,204,22.5,Spices,Monsoon,26/10/2024,Low potential
Mymensingh,Sandy,96,Unused,387,31.4,Spices,Autumn,31/01/2024,Requires attention
Mymensingh,Silt,86,Barren,148,24,Jute,Winter,06/03/2024,High potential
Dhaka,Peaty,72,Agricultural,98,34.2,Jute,Autumn,27/11/2024,Moderate potential
Khulna,Loamy,49,Agricultural,302,31.2,Maize,Winter,23/11/2024,Low potential
Rangpur,Loamy,70,Agricultural,307,32.8,Wheat,Monsoon,25/04/2024,Moderate potential
Rangpur,Loamy,82,Unused,141,26.4,Vegetables,Summer,29/07/2024,High potential
Rangpur,Silt,83,Unused,187,25.1,Vegetables,Monsoon,01/08/2024,Moderate potential
Khulna,Loamy,47,Agricultural,154,26.1,Wheat,Summer,21/04/2024,Requires attention
Chattogram,Clay,60,Residential,247,30.5,Vegetables,Autumn,14/01/2024,Moderate potential
Rajshahi,Loamy,85,Residential,374,30.8,Wheat,Winter,22/01/2024,Requires attention
Chattogram,Loamy,61,Barren,107,28.9,Wheat,Monsoon,31/01/2024,Requires attention
Dhaka,Clay,61,Unused,387,20.1,Rice,Summer,18/08/2024,Moderate potential
Sylhet,Sandy,80,Residential,329,20.4,Vegetables,Monsoon,09/08/2024,Low potential
Mymensingh,Clay,91,Barren,194,28.8,Spices,Autumn,05/01/2024,Moderate potential
Khulna,Silt,74,Barren,150,28.9,Spices,Winter,14/05/2024,Requires attention
Rajshahi,Sandy,74,Barren,112,34.6,Rice,Autumn,20/11/2024,Low potential
Dhaka,Peaty,43,Barren,128,32.5,Vegetables,Summer,23/06/2024,Requires attention
Dhaka,Peaty,67,Agricultural,77,22.9,Tea,Autumn,28/02/2024,Moderate potential
Mymensingh,Clay,50,Residential,369,24.9,Rice,Autumn,16/03/2024,Requires attention
Dhaka,Sandy,51,Barren,384,26.3,Vegetables,Autumn,22/03/2024,Requires attention
Dhaka,Loamy,45,Agricultural,358,30.4,Spices,Winter,31/12/2024,High potential
Chattogram,Clay,82,Unused,63,24,Wheat,Summer,11/10/2024,High potential
Chattogram,Loamy,86,Barren,354,31.4,Jute,Autumn,16/06/2024,Low potential
Rangpur,Clay,51,Residential,168,27.2,Spices,Winter,04/03/2024,Requires attention
Chattogram,Sandy,44,Residential,80,21.2,Tea,Autumn,26/07/2024,Low potential
Sylhet,Loamy,92,Unused,281,25.8,Spices,Autumn,27/06/2024,High potential
Khulna,Sandy,51,Agricultural,96,22.5,Vegetables,Winter,13/02/2024,Requires attention
Chattogram,Loamy,64,Barren,295,34,Spices,Winter,08/12/2024,Requires attention
Mymensingh,Loamy,45,Agricultural,309,21.4,Rice,Summer,05/01/2024,High potential
Chattogram,Silt,72,Unused,190,23.3,Vegetables,Summer,09/02/2024,Moderate potential
Chattogram,Sandy,55,Agricultural,204,29.6,Maize,Summer,07/12/2024,Low potential
Mymensingh,Peaty,75,Unused,198,23.6,Maize,Winter,12/11/2024,High potential
Chattogram,Loamy,100,Agricultural,153,21.1,Maize,Winter,08/10/2024,Low potential
Barishal,Loamy,65,Unused,278,20.3,Spices,Summer,12/02/2024,Requires attention
Chattogram,Clay,52,Residential,224,29.3,Jute,Winter,20/08/2024,Moderate potential
,Clay,97,Barren,84,25.6,Jute,Summer,07/09/2024,Requires attention
,Sandy,85,Residential,209,23.5,Rice,Summer,23/08/2024,Moderate potential
,Sandy,73,Agricultural,134,20.2,Wheat,Winter,01/11/2024,Moderate potential
